,responsibility_metric,responsibility_column,w_responsibility,capacity_metric,capacity_column,w_capacity,needs_metric,needs_column,w_needs,engagement_metric,engagement_column,w_engagement
RUN837,Cumulative Emissions since 1950,X1990_2024,0.6,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN838,Cumulative Emissions since 1950,X1990_2024,0.6,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN839,Cumulative Emissions since 1950,X1990_2024,0.6,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN840,Cumulative Emissions since 1950,X1990_2024,0.7,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN841,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.7
RUN842,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.6
RUN843,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.5
RUN844,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.4
RUN845,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.3
RUN846,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.6,UN Multilateral Engagement Score,UN Index,0.2
RUN847,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.7,UN Multilateral Engagement Score,UN Index,0.1
RUN848,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.6
RUN849,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.5
RUN850,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.4
RUN851,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.3
RUN852,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.2
RUN853,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.6,UN Multilateral Engagement Score,UN Index,0.1
RUN854,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN855,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN856,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN857,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN858,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN859,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN860,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN861,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN862,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN863,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN864,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN865,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN866,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.6,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN867,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.6,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN868,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.7,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN869,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.6
RUN870,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.5
RUN871,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.4
RUN872,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.3
RUN873,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.2
RUN874,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.6,UN Multilateral Engagement Score,UN Index,0.1
RUN875,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN876,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN877,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN878,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN879,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN880,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN881,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN882,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN883,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN884,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN885,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN886,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN887,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN888,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN889,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.6,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN890,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN891,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN892,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN893,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN894,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN895,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN896,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN897,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN898,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN899,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN900,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN901,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN902,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN903,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN904,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN905,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN906,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN907,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN908,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN909,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN910,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN911,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN912,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN913,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN914,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN915,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN916,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN917,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN918,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN919,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN920,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN921,Cumulative Emissions since 1950,X1990_2024,0.6,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN922,Cumulative Emissions since 1950,X1990_2024,0.6,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN923,Cumulative Emissions since 1950,X1990_2024,0.6,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN924,Cumulative Emissions since 1950,X1990_2024,0.7,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN925,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.7
RUN926,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.6
RUN927,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.5
RUN928,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.4
RUN929,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.3
RUN930,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN Index,0.2
RUN931,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.7,UN Multilateral Engagement Score,UN Index,0.1
RUN932,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.6
RUN933,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.5
